# Official Stellarium sky-name aliases. Generated; do not edit.
# alias<TAB>englishName<TAB>language
Galàxia del Punt d'Exclamació	Exclamation Point Galaxy	ca@valencia
Galàxia del Ratolí	Mouse Galaxy	ca
Galaxia del Ratón	Mouse Galaxy	es
Galaxia del Ratón	Mouse Galaxy	es_419
Galaxia del Remolino	Whirlpool Galaxy	es
Galaxia del Remolino	Whirlpool Galaxy	es_419
Galàxia del Sabater	Waterbug Galaxy	ca
Galàxia del Sabater	Waterbug Galaxy	ca@valencia
Galàxia del Saltamartí	The Grasshopper Galaxy	ca
Galàxia del Saltamartí	The Grasshopper Galaxy	ca@valencia
Galàxia del Signe d'Exclamació	Exclamation Mark Galaxy	ca
Galàxia del Signe d'Exclamació	Exclamation Mark Galaxy	ca@valencia
Galàxia del Signe d'Integral	Integral Sign Galaxy	ca
Galàxia del Signe d'Integral	Integral Sign Galaxy	ca@valencia
Galaxia del Sombrero	Sombrero Galaxy	es
Galaxia del Sombrero	Sombrero Galaxy	es_419
Galàxia del Tall del Ganivet	Knife Edge Galaxy	ca
Galàxia del Tall del Ganivet	Knife Edge Galaxy	ca@valencia
Galàxia del Triangle	Triangulum Galaxy	ca
Galàxia del Triangle	Triangulum Galaxy	ca@valencia
Galaxia del Triángulo	Triangulum Galaxy	es
Galaxia del Triángulo	Triangulum Galaxy	es_419
Galàxia del Voladoret de la Cabellera	Coma Pinwheel Galaxy	ca@valencia
Galàxia del Voladoret del Sud	Southern Pinwheel Galaxy	ca@valencia
Galàxia del Xicotet Voladoret	Little Pinwheel Galaxy	ca@valencia
Galàxia dels Àtoms per a la Pau	Atoms for Peace Galaxy	ca
Galàxia dels Àtoms per a la Pau	Atoms for Peace Galaxy	ca@valencia
Galàxia dels Focs Artificials	Fireworks Galaxy	ca
Galàxia dels Focs Artificials	Fireworks Galaxy	ca@valencia
Galàxia dels Mil Robins	Thousand Rubies Galaxy	ca
Galàxia dels Mil Robins	Thousand Rubies Galaxy	ca@valencia
Galàxia dels Ratolins	Mice Galaxies	ca@valencia
Galáxia Desvanecente	Vanishing Galaxy	pt_BR
Galaxia Desvaneciente	Vanishing Galaxy	es
Galaxia Desvaneciente	Vanishing Galaxy	es_419
Galaxia do Anel de Velame	Vela Ring Galaxy	gl
Galaxia do Anel en Sextante	Ring Galaxy in Sextans	gl
Galaxia do Anzol	Fishhook Galaxy	gl
Galáxia do Anzol	Fishhook Galaxy	pt_BR
Galaxia do arco e a frecha	Bow and Arrow Galaxy	gl
Galáxia do Arco e Flecha	Bow and Arrow Galaxy	pt_BR
Galaxia do Arco Eléctrico	Electric Arc Galaxy	gl
Galáxia do Arco Elétrico	Electric Arc Galaxy	pt_BR
Galáxia do Arenque	Herring Galaxy	pt_BR
Galáxia do Arranhão de Gato	Cat Scratch Galaxy	pt_BR
Galáxia do Aspirador de Pó	Vacuum Cleaner Galaxy	pt_BR
Galáxia do Behemoth Gigante	Giant Behemoth Galaxy	pt_BR
Galáxia do Besouro	Beetle Galaxy	pt_BR
Galaxia do Bichoco de Auga	Waterbug Galaxy	gl
Galáxia do Broto de Samambaia	Fiddlehead Galaxy	pt_BR
Galáxia do Buraco da Agulha	Needle's Eye Galaxy	pt_BR
Galaxia do Cabaliño do Demo	Dragonfly Galaxy	gl
Galáxia do Caça TIE	TIE Fighter Galaxy	pt_BR
Galaxia do cachorro	Pup Galaxy	gl
Galaxia do Cágado	Tadpole Galaxy	gl
Galaxia do Castor	Beaver Galaxy	gl
Galáxia do Castor	Beaver Galaxy	pt_BR
Galaxia do Casulo	Cocoon Galaxy	gl
Galáxia do Casulo	Cocoon Galaxy	pt_BR
Galáxia do Cata-Vento	Pinwheel Galaxy	pt_BR
Galáxia do Cata-Vento do Escultor	Sculptor Pinwheel Galaxy	pt_BR
Galáxia do Cata-Vento do Sul	Southern Pinwheel Galaxy	pt_BR
Galaxia do Catavento de Coma	Coma Pinwheel Galaxy	gl
Galáxia do Catavento de Coma	Coma Pinwheel Galaxy	pt_BR
Galáxia do Charuto	Cigar Galaxy	pt_BR
Galaxia do Cigarro	Cigar Galaxy	gl
Galaxia do Coitelo e a Perla	Blade and Pearl Galaxy	gl
Galaxia do Colar de Neve	Snow Collar Galaxy	gl
Galáxia do Colar de Neve	Snow Collar Galaxy	pt_BR
Galáxia do Compasso	Circinus Galaxy	pt
Galaxia do Cóndor	Condor Galaxy	gl
Galáxia do Condor	Condor Galaxy	pt_BR
Galáxia do Cruzeiro do Sul	Southern Cross Galaxy	pt_BR
Galaxia do Diaño de Po	Dust Devil Galaxy	gl
Galáxia do Disco de Vinil	Vinyl LP Galaxy	pt_BR
Galáxia do Disco Voador	Flying Saucer Galaxy	pt_BR
Galaxia do Dólar de Prata	Silver Dollar Galaxy	gl
Galáxia do Dólar de Prata	Silver Dollar Galaxy	pt_BR
Galaxia do Escaravello	Beetle Galaxy	gl
Galaxia do Escultor	Sculptor Galaxy	gl
Galáxia do Escultor	Sculptor Galaxy	pt_BR
Galáxia do Espantalho	Scarecrow Galaxy	pt_BR
Galaxia do espantallo	Scarecrow Galaxy	gl
Galáxia do Espelho	Mirror Galaxy	pt_BR
Galaxia do Esvaecemento	Vanishing Galaxy	gl
Galáxia do Feijão	Bean Galaxy	pt_BR
Galáxia do Filhote	Pup Galaxy	pt_BR
Galaxia do Fío do Coitelo	Knife Edge Galaxy	gl
Galaxia do Frisbi Pantasma	The Phantom Frisbee Galaxy	gl
Galáxia do Fuso	Spindle Galaxy	pt_BR
Galáxia do Gancho	Hooked Galaxy	pt_BR
Galáxia do Gancho de Açougueiro	Meathook Galaxy	pt_BR
Galáxia do Girino	Tadpole Galaxy	pt_BR
Galaxia do Gran Proxecto	Grand Design Galaxy	gl
Galáxia do Guarda-Chuva	Umbrella Galaxy	pt_BR
Galáxia do Gume de Faca	Knife Edge Galaxy	pt_BR
Galáxia do Hambúrguer	Hamburger Galaxy	pt_BR
Galáxia do Limão	Lemon Galaxy	pt_BR
Galaxia do LP de Vinilo	Vinyl LP Galaxy	gl
Galaxia do Marco	Frame Galaxy	gl
Galaxia do Mastro do Violín	Fiddlehead Galaxy	gl
Galaxia do Muíño do Sur	Southern Pinwheel Galaxy	gl
Galáxia do Olho Cósmico	Cosmic Eye Galaxy	pt_BR
Galáxia do Olho de Crocodilo	Croc's Eye Galaxy	pt_BR
Galáxia do Olho de Deus	Eye of God Galaxy	pt_BR
Galáxia do Olho de Gato	Cat's Eye Galaxy	pt_BR
Galáxia do Olho de Tigre	Tiger's Eye Galaxy	pt_BR
Galáxia do Olho Mau	Evil Eye Galaxy	pt_BR
Galáxia do Olho Negro	Black Eye Galaxy	pt
Galáxia do Olho Negro	Black Eye Galaxy	pt_BR
Galáxia do Olho Negro	Blackeye Galaxy	pt_BR
Galaxia do Ollo Cósmico	Cosmic Eye Galaxy	gl
Galaxia do Ollo de Crocodilo	Croc's Eye Galaxy	gl
Galaxia do Ollo de Deus	Eye of God Galaxy	gl
Galaxia do Ollo de Faberge	Faberge Egg Galaxy	gl
Galaxia do Ollo de Gato	Cat's Eye Galaxy	gl
Galaxia do Ollo de Tigre	Tiger's Eye Galaxy	gl
Galaxia do Ollo Negro	Black Eye Galaxy	gl
Galaxia do Ollo Negro	Blackeye Galaxy	gl
Galaxia do Ouro do Parvoran	Fool's Gold Galaxy	gl
Galáxia do Ouro dos Tolos	Fool's Gold Galaxy	pt_BR
Galáxia do OVNI	UFO Galaxy	pt_BR
Galáxia do Ovo Fabergé	Faberge Egg Galaxy	pt_BR
Galáxia do Ovo Frito	Fried-egg Galaxy	pt_BR
Galaxia do Papaventos de Papel	Paper-Kite Galaxy	gl
Galaxia do Paraugas	Umbrella Galaxy	gl
Galáxia do Pé de Cabra	Crowbar Galaxy	pt_BR
Galaxia do Peixe Dourado	Goldfish Galaxy	gl
Galáxia do Peixe-Dourado	Goldfish Galaxy	pt_BR
Galaxia do Pequeno Fuso	Little Spindle Galaxy	gl
Galaxia do Pequeno Muíño	Little Pinwheel Galaxy	gl
Galaxia do Pequeno Sombreiro	The Little Sombrero Galaxy	gl
Galáxia do Pequeno Sombrero	The Little Sombrero Galaxy	pt_BR
Galáxia do Pião	Whirligig Galaxy	pt_BR
Galáxia do Ponto de Exclamação	Exclamation Mark Galaxy	pt_BR
Galáxia do Ponto de Exclamação	Exclamation Point Galaxy	pt_BR
Galáxia do Ponto de Interrogação	Question Mark Galaxy	pt_BR
Galaxia do Prato Voador	Flying Saucer Galaxy	gl
Galaxia do punto de exclamación	Exclamation Point Galaxy	gl
Galáxia do Rastro de Prata	Silver Streak Galaxy	pt_BR
Galaxia do Rato	Mouse Galaxy	gl
Galáxia do Rato	Mouse Galaxy	pt_BR
Galáxia do Redemoinho de Poeira	Dust Devil Galaxy	pt_BR
Galaxia do Remuíño	Whirlpool Galaxy	gl
Galaxia do revés	Backward Galaxy	gl
Galaxia do Revólver	Revolver Galaxy	gl
Galáxia do Revólver	Revolver Galaxy	pt_BR
Galaxia do Saltón	The Grasshopper Galaxy	gl
Galáxia do Secador de Cabelo	Blowdryer Galaxy	pt_BR
Galaxia do secador de pelo	Blowdryer Galaxy	gl
Galaxia do Signo de Exclamación	Exclamation Mark Galaxy	gl
Galaxia do Signo de Interrogación	Question Mark Galaxy	gl
Galaxia do Signo Integral	Integral Sign Galaxy	gl
Galáxia do Sinal de Integral	Integral Sign Galaxy	pt_BR
Galaxia do Sombreiro	Sombrero Galaxy	gl
Galáxia do Sombrero	Sombrero Galaxy	pt
Galáxia do Sombrero	Sombrero Galaxy	pt_BR
Galáxia do Super-Homem	Superman Galaxy	pt_BR
Galaxia do supervento	Superwind-Galaxy	gl
Galáxia do Supervento	Superwind-Galaxy	pt
Galáxia do Supervento	Superwind-Galaxy	pt_BR
Galáxia do Taco de Hóquei	Hockey Stick Galaxy	pt_BR
Galaxia do Tofe	Taffy Galaxies	gl
Galaxia do transbordador de Weaver	Weaver's Shuttle Galaxy	gl
Galaxia do Triángulo	Triangulum Galaxy	gl
Galaxia do Trompo	Spindle Galaxy	gl
Galaxia do Xigante Behemoth	Giant Behemoth Galaxy	gl
Galaxia do Xirasol	Sunflower Galaxy	gl
Galaxia Dolar de Plata	Silver Dollar Galaxy	es
Galaxia Dolar de Plata	Silver Dollar Galaxy	es_419
Galaxia dos Fogos Artificiais	Fireworks Galaxy	gl
Galáxia dos Fogos de Artifício	Fireworks Galaxy	pt_BR
Galaxia dos Límites Exteriores	Outer Limits Galaxy	gl
Galáxia dos Limites Externos	Outer Limits Galaxy	pt_BR
Galaxia dos Mil Rubís	Thousand Rubies Galaxy	gl
Galáxia dos Mil Rubis	Thousand Rubies Galaxy	pt_BR
Galaxia dos Peixes de Koi	Koi Fish Galaxy	gl
Galaxia Edwardi	Edward's Galaxy	la
Galaxia El Pingüino	The Porpoise Galaxy	es
Galaxia El Pingüino	The Porpoise Galaxy	es_419
Galaxia Elektrický oblúk	Electric Arc Galaxy	sk
Galáxia em Anel da Roda de Carroça	Cartwheel Ring Galaxy	pt_BR
Galáxia em Anel da Vela	Vela Ring Galaxy	pt_BR
Galáxia em Anel em Sextante	Ring Galaxy in Sextans	pt_BR
Galaxia en Forma de Anel	Ring-Tail Galaxy	gl
Galaxia Enana Andrómeda I	Andromeda I Dwarf Galaxy	es
Galaxia Enana Andrómeda I	Andromeda I Dwarf Galaxy	es_419
Galaxia Enana Andrómeda II	Andromeda II Dwarf Galaxy	es
Galaxia Enana Andrómeda II	Andromeda II Dwarf Galaxy	es_419
Galaxia Enana Andrómeda III	Andromeda III Dwarf Galaxy	es
Galaxia Enana Andrómeda III	Andromeda III Dwarf Galaxy	es_419
Galaxia Enana de Acuario	Aquarius Dwarf Galaxy	es
Galaxia Enana de Acuario	Aquarius Dwarf Galaxy	es_419
Galaxia enana de Antlia	Antlia Dwarf Galaxy	es
Galaxia enana de Antlia	Antlia Dwarf Galaxy	es_419
Galaxia Enana de Capricornio	Capricorn Dwarf Galaxy	es
Galaxia Enana de Capricornio	Capricorn Dwarf Galaxy	es_419
Galaxia Enana de Carina	Carina Dwarf Galaxy	es
Galaxia Enana de Carina	Carina Dwarf Galaxy	es_419
Galaxia Enana de Cetus	Cetus Dwarf Galaxy	es
Galaxia Enana de Cetus	Cetus Dwarf Galaxy	es_419
Galaxia Enana de Fórnax	Fornax Dwarf Galaxy	es
Galaxia Enana de Fórnax	Fornax Dwarf Galaxy	es_419
Galaxia Enana de Horologium	Horologium Dwarf Galaxy	es
Galaxia Enana de Horologium	Horologium Dwarf Galaxy	es_419
Galaxia Enana de León II	Leo II Dwarf Galaxy	gl
Galaxia Enana de Orión	Orion Dwarf Galaxy	es
Galaxia Enana de Orión	Orion Dwarf Galaxy	es_419
Galaxia Enana de Osa Menor	Ursa Minor Dwarf Galaxy	es
Galaxia Enana de Osa Menor	Ursa Minor Dwarf Galaxy	es_419
Galaxia Enana de Pegaso	Pegasus Dwarf Galaxy	es
Galaxia Enana de Pegaso	Pegasus Dwarf Galaxy	es_419
Galaxia Enana de Piscis	Pisces Dwarf Galaxy	es
Galaxia Enana de Piscis	Pisces Dwarf Galaxy	es_419
Galaxia Enana de Régulo	Regulus Dwarf Galaxy	es
Galaxia Enana de Régulo	Regulus Dwarf Galaxy	es_419
Galaxia enana de Retículo	Reticulum Dwarf Galaxy	es
Galaxia enana de Retículo	Reticulum Dwarf Galaxy	es_419
Galaxia Enana de Sagitario	Sagittarius Dwarf Galaxy	es
Galaxia Enana de Sagitario	Sagittarius Dwarf Galaxy	es_419
Galaxia Enana de Serpens	Serpens Dwarf Galaxy	es
Galaxia Enana de Serpens	Serpens Dwarf Galaxy	es_419
Galaxia Enana del Dragón	Draco Dwarf Galaxy	es
Galaxia Enana del Dragón	Draco Dwarf Galaxy	es_419
Galaxia Enana del Escultor	Sculptor Dwarf Galaxy	es
Galaxia Enana del Escultor	Sculptor Dwarf Galaxy	es_419
Galaxia Enana del Fénix	Phoenix Dwarf Galaxy	es
Galaxia Enana del Fénix	Phoenix Dwarf Galaxy	es_419
Galaxia Enana del Tucán	Tucana Dwarf Galaxy	es
Galaxia Enana del Tucán	Tucana Dwarf Galaxy	es_419
Galaxia Enana Kinman	Kinman Dwarf Galaxy	es
Galaxia Enana Kinman	Kinman Dwarf Galaxy	es_419
Galaxia Enana Leo II	Leo II Dwarf Galaxy	es
Galaxia Enana Leo II	Leo II Dwarf Galaxy	es_419
Galàxia Endarrerida	Backward Galaxy	ca
Galaxia Enganchada	Hooked Galaxy	es
Galaxia Enganchada	Hooked Galaxy	es_419
Galaxia Escarabajo	Beetle Galaxy	es
Galaxia Escarabajo	Beetle Galaxy	es_419
Galáxia Escultor	Sculptor Galaxy	pt
Galàxia Esferoïdal Nana de Cassiopea	Cassiopeia Dwarf Spheroidal Galaxy	ca
Galàxia Esferoïdal Nana de Cassiopea	Cassiopeia Dwarf Spheroidal Galaxy	ca@valencia
Galàxia Esferoïdal Nana de Sextans	Sextans Dwarf Spheroidal Galaxy	ca
Galàxia Esferoïdal Nana de Sextans	Sextans Dwarf Spheroidal Galaxy	ca@valencia
Galaxia Esferoide Anana de Casiopea	Cassiopeia Dwarf Spheroidal Galaxy	gl
Galàxia Espantaocells	Scarecrow Galaxy	ca
Galaxia Espantapájaros	Scarecrow Galaxy	es
Galaxia Espantapájaros	Scarecrow Galaxy	es_419
Galaxia Espejo	Mirror Galaxy	es
Galaxia Espejo	Mirror Galaxy	es_419
Galaxia Espello	Mirror Galaxy	gl
Galàxia Espill	Mirror Galaxy	ca@valencia
Galàxia Espiral de Schuster	Schuster's Spiral Galaxy	ca
Galàxia Espiral de Schuster	Schuster's Spiral Galaxy	ca@valencia
Galaxia Espiral de Schuster	Schuster's Spiral Galaxy	es
Galaxia Espiral de Schuster	Schuster's Spiral Galaxy	es_419
Galáxia Espiral de Schuster	Schuster's Spiral Galaxy	pt_BR
Galaxia Espiral de Shuster	Schuster's Spiral Galaxy	gl
Galaxia Espiral do Inchazo	Swelling Spiral Galaxy	gl
Galaxia Espiral Hinchada	Swelling Spiral Galaxy	es
Galaxia Espiral Hinchada	Swelling Spiral Galaxy	es_419
Galáxia Espiral Intumescente	Swelling Spiral Galaxy	pt_BR
Galaxia Espiral Perfecta	Perfect Spiral Galaxy	es
Galaxia Espiral Perfecta	Perfect Spiral Galaxy	es_419
Galaxia Espiral Perfecta	Perfect Spiral Galaxy	gl
Galáxia Espiral Perfeita	Perfect Spiral Galaxy	pt_BR
Galaxia Estallido Estelar	Starburst Galaxy	es
Galaxia Estallido Estelar	Starburst Galaxy	es_419
Galàxia Estel de Paper	Paper-Kite Galaxy	ca
Galaxia estrela de mar engurrada	Rumpled Starfish Galaxy	gl
Galàxia Estrella de Mar Arrugada	Rumpled Starfish Galaxy	ca
Galaxia Estrella de Mar Arrugada	Rumpled Starfish Galaxy	es
Galaxia Estrella de Mar Arrugada	Rumpled Starfish Galaxy	es_419
Galàxia Evanescent	Vanishing Galaxy	ca
Galàxia Evanescent	Vanishing Galaxy	ca@valencia
Galaxia Fabergého vajíčko	Faberge Egg Galaxy	sk
Galàxia Fantasma	Phantom Galaxy	ca
Galàxia Fantasma	Phantom Galaxy	ca@valencia
Galáxia Fantasma	Phantom Galaxy	pt_BR
Galaxia Fantóm	Phantom Galaxy	sk
Galaxia Fantómov frisbee	The Phantom Frisbee Galaxy	sk
Galaxia Fazuľa	Bean Galaxy	sk
Galaxia Fazuľa	Kidney Bean Galaxy	sk
Galaxia Fén	Blowdryer Galaxy	sk
Galàxia Fènix	Phoenix Galaxy	ca
Galàxia Fènix	Phoenix Galaxy	ca@valencia
Galaxia Fénix	Phoenix Galaxy	es
Galaxia Fénix	Phoenix Galaxy	es_419
Galàxia Fiddlehead	Fiddlehead Galaxy	ca
Galàxia Fiddlehead	Fiddlehead Galaxy	ca@valencia
Galaxia Fiddlehead	Fiddlehead Galaxy	es
Galaxia Fiddlehead	Fiddlehead Galaxy	es_419
Galaxia Filo de Cuchillo	Knife Edge Galaxy	es
Galaxia Filo de Cuchillo	Knife Edge Galaxy	es_419
Galàxia Fish and Chips	Fish and Chips Galaxies	ca
Galaxia floarea-soarelui	Sunflower Galaxy	ro
Galàxia Fourcade-Figueroa	Fourcade-Figueroa Galaxy	ca
Galàxia Fourcade-Figueroa	Fourcade-Figueroa Galaxy	ca@valencia
Galaxia Fourcade-Figueroa	Fourcade-Figueroa Galaxy	es
Galaxia Fourcade-Figueroa	Fourcade-Figueroa Galaxy	es_419
Galaxia Fourcade-Figueroa	Fourcade-Figueroa Galaxy	gl
Galáxia Fourcade-Figueroa	Fourcade-Figueroa Galaxy	pt_BR
Galàxia Frankenstein	Frankenstein Galaxy	ca
Galàxia Frankenstein	Frankenstein Galaxy	ca@valencia
Galaxia Frankenstein	Frankenstein Galaxy	es
Galaxia Frankenstein	Frankenstein Galaxy	es_419
Galáxia Frankenstein	Frankenstein Galaxy	pt_BR
Galaxia Frankenstein	Frankenstein Galaxy	sk
Galaxia fus	Spindle Galaxy	ro
Galaxia Ganchuda	Hooked Galaxy	gl
Galàxia Ganxuda	Hooked Galaxy	ca
Galàxia Ganxuda	Hooked Galaxy	ca@valencia
Galaxia Garra del Oso	Bear's Paw Galaxy	es
Galaxia Garra del Oso	Bear's Paw Galaxy	es_419
Galàxia Gira-sol	Sunflower Galaxy	ca@valencia
Galàxia Girasol	Sunflower Galaxy	ca
Galáxia Girassol	Sunflower Galaxy	pt
Galáxia Girassol	Sunflower Galaxy	pt_BR
Galaxia Goldfish	Goldfish Galaxy	es
Galaxia Goldfish	Goldfish Galaxy	es_419
Galaxia Gran Diseño	Grand Design Galaxy	es
Galaxia Gran Diseño	Grand Design Galaxy	es_419
Galàxia Gran Disseny	Grand Design Galaxy	ca
Galàxia Gran Disseny	Grand Design Galaxy	ca@valencia
Galáxia Grand Design	Grand Design Galaxy	pt_BR
Galaxia Guirnalda	The Garland Galaxy	es
Galaxia Guirnalda	The Garland Galaxy	es_419
Galaxia Hák na mäso	Meathook Galaxy	sk
Galaxia Hamburger	Hamburger Galaxy	sk
Galaxia Hamburger	The Hamburger Galaxy	sk
Galàxia Hamburguesa	Hamburger Galaxy	ca
Galaxia Hamburguesa	Hamburger Galaxy	es
Galaxia Hamburguesa	Hamburger Galaxy	es_419
Galaxia Hélice	Helix Galaxy	es
Galaxia Hélice	Helix Galaxy	es_419
Galaxia Hélice	Propeller Galaxy	es
Galaxia Hélice	Propeller Galaxy	es_419
Galaxia Hélice	Propeller Galaxy	gl
Galáxia Helix	Helix Galaxy	pt
Galaxia Helix	Helix Galaxy	ro
Galaxia Helix	Helix Galaxy	sk
Galaxia Hokejka	Hockey Stick Galaxy	sk
Galaxia hore nohami	Topsy Turvy Galaxy	sk
Galaxia Huevo Faberge	Faberge Egg Galaxy	es
Galaxia Huevo Faberge	Faberge Egg Galaxy	es_419
Galaxia Huevo Frito	Fried-egg Galaxy	es
Galaxia Huevo Frito	Fried-egg Galaxy	es_419
Galaxia Hviezdna explózia	Starburst Galaxy	sk
Galaxia Ihla	Needle Galaxy	sk
Galaxia Impresión de un Pie	Imprint of a Foot Galaxy	es
Galaxia Impresión de un Pie	Imprint of a Foot Galaxy	es_419
Galaxia Integrál	Integral Sign Galaxy	sk
Galàxia Interrogant	Question Mark Galaxy	ca
Galaxia Inversa	Backward Galaxy	es
Galaxia Inversa	Backward Galaxy	es_419
Galaxia Inversa	Topsy Turvy Galaxy	es
Galaxia Inversa	Topsy Turvy Galaxy	es_419
Galáxia Invertida	Backward Galaxy	pt_BR
Galaxia Irregular Anana de León	Leo Dwarf Irregular Galaxy	gl
Galaxia Irregular Anana en Sculptor	Sculptor Dwarf Irregular Galaxy	gl
Galaxia Irregular Enana de Argo	Argo Dwarf Irregular Galaxy	es
Galaxia Irregular Enana de Argo	Argo Dwarf Irregular Galaxy	es_419
Galaxia Irregular Enana de Leo	Leo Dwarf Irregular Galaxy	es
Galaxia Irregular Enana de Leo	Leo Dwarf Irregular Galaxy	es_419
Galaxia Irregular Enana de Pegaso	Pegasus Dwarf Irregular Galaxy	es
Galaxia Irregular Enana de Pegaso	Pegasus Dwarf Irregular Galaxy	es_419
Galaxia Irregular Enana del Escultor	Sculptor Dwarf Irregular Galaxy	es
Galaxia Irregular Enana del Escultor	Sculptor Dwarf Irregular Galaxy	es_419
Galàxia Irregular Nana d'Argo	Argo Dwarf Irregular Galaxy	ca
Galàxia Irregular Nana d'Argo	Argo Dwarf Irregular Galaxy	ca@valencia
Galàxia Irregular Nana de l'Escultor	Sculptor Dwarf Irregular Galaxy	ca
Galàxia Irregular Nana de l'Escultor	Sculptor Dwarf Irregular Galaxy	ca@valencia
Galàxia Irregular Nana de Pegàs	Pegasus Dwarf Irregular Galaxy	ca
Galàxia Irregular Nana de Pegàs	Pegasus Dwarf Irregular Galaxy	ca@valencia
Galàxia Irregular Nana del Lleó	Leo Dwarf Irregular Galaxy	ca
Galàxia Irregular Nana del Lleó	Leo Dwarf Irregular Galaxy	ca@valencia
Galaxia Jarra	Carafe Galaxy	es
Galaxia Jarra	Carafe Galaxy	es_419
Galaxia Južná Amerika	South America Galaxy	sk
Galaxia Južný veterník	Southern Pinwheel Galaxy	sk
Galaxia Kapor Koi	Koi Fish Galaxy	sk
Galaxia Karafa	Carafe Galaxy	sk
Galàxia KESR	KESR Galaxy	ca
Galaxia KESR	KESR Galaxy	es
Galaxia KESR	KESR Galaxy	es_419
Galaxia KESR	KESR Galaxy	gl
Galáxia KESR	KESR Galaxy	pt_BR
Galaxia KESR	KESR Galaxy	sk
Galáxia Kidney Bean	Kidney Bean Galaxy	pt
Galaxia Kidney Bean	Kidney Bean Galaxy	ro
Galaxia Kobra	Cobra Galaxy	sk
Galaxia Kobylka	The Grasshopper Galaxy	sk
Galaxia Koleso od voza	Cartwheel Galaxy	sk
Galaxia Kondor	Condor Galaxy	sk
Galaxia Korok	Cork Nebula	sk
Galaxia Kozmické oko	Cosmic Eye Galaxy	sk
Galaxia Krabica	The Box Galaxy	sk
Galaxia Krajné medze	Outer Limits Galaxy	sk
Galaxia Krúžkový chvost	Ring-Tail Galaxy	sk
Galaxia Lanzadera del Tejedor	Weaver's Shuttle Galaxy	es
Galaxia Lanzadera del Tejedor	Weaver's Shuttle Galaxy	es_419
Galaxia Lenticular de Perseo	Perseus Lenticular Galaxy	gl
Galàxia Lenticular de Perseu	Perseus Lenticular Galaxy	ca
Galàxia Lenticular de Perseu	Perseus Lenticular Galaxy	ca@valencia
Galáxia Lenticular de Perseu	Perseus Lenticular Galaxy	pt_BR
Galaxia Lenticular Perseo	Perseus Lenticular Galaxy	es
Galaxia Lenticular Perseo	Perseus Lenticular Galaxy	es_419
Galaxia Libélula	Dragonfly Galaxy	es
Galaxia Libélula	Dragonfly Galaxy	es_419
Galaxia Lietajúci tanier	Flying Saucer Galaxy	sk
Galaxia Límites Exteriores	Outer Limits Galaxy	es
Galaxia Límites Exteriores	Outer Limits Galaxy	es_419
Galàxia Límits Exteriors	Outer Limits Galaxy	ca
Galaxia Limón	Lemon Galaxy	es
Galaxia Limón	Lemon Galaxy	es_419
Galaxia Limón	Lemon Galaxy	gl
Galàxia Llavor d'Algodó de Seda	Milkweed Seed Galaxy	ca
Galàxia Lost in Space	Lost in Space Galaxy	ca
Galàxia LP de Vinil	Vinyl LP Galaxy	ca
Galàxia LP de Vinil	Vinyl LP Galaxy	ca@valencia
Galaxia Luk a šíp	Bow and Arrow Galaxy	sk
Galáxia Lula Gigante	Giant Squid Galaxy	pt
Galàxia Mà Polsosa	Dusty Hand Galaxy	ca
Galàxia Mà Polsosa	Dusty Hand Galaxy	ca@valencia
Galaxia Mačacie oko	Cat's Eye Galaxy	sk
Galaxia Mačacie škrabnutie	Cat Scratch Galaxy	sk
Galaxia Mačacie zlato	Fool's Gold Galaxy	sk
Galàxia Mal d'Ull	Evil Eye Galaxy	ca@valencia
Galaxia Mal de Ojo	Evil Eye Galaxy	es
Galaxia Mal de Ojo	Evil Eye Galaxy	es_419
Galaxia Malé sombrero	The Little Sombrero Galaxy	sk
Galaxia Malé vreteno	Little Spindle Galaxy	sk
Galaxia Malý veterník	Little Pinwheel Galaxy	sk
Galaxia Mano de Polvo	Dusty Hand Galaxy	es
Galaxia Mano de Polvo	Dusty Hand Galaxy	es_419
Galàxia Marc	Frame Galaxy	ca
Galàxia Marc	Frame Galaxy	ca@valencia
Galaxia Marco	Frame Galaxy	es
Galaxia Marco	Frame Galaxy	es_419
Galàxia Maytag	Maytag Galaxy	ca
Galaxia Maytag	Maytag Galaxy	es
Galaxia Maytag	Maytag Galaxy	es_419
Galaxia Maytag	Maytag Galaxy	gl
Galáxia Maytag	Maytag Galaxy	pt_BR
Galaxia Maytag	Maytag Galaxy	sk
Galàxia Medusa	Medusa Galaxy	ca
Galàxia Medusa	Medusa Galaxy	ca@valencia
Galaxia Medusa	Medusa Galaxy	es
Galaxia Medusa	Medusa Galaxy	es_419
Galaxia Medusa	Medusa Galaxy	gl
Galaxia Medúza	Medusa Galaxy	sk
Galaxia Medvedia laba	Bear's Paw Galaxy	sk
Galaxia Miles de Rubíes	Thousand Rubies Galaxy	es
Galaxia Miles de Rubíes	Thousand Rubies Galaxy	es_419
Galaxia Minisombrero	The Mini Sombrero Galaxy	sk
Galàxia Mirall	Mirror Galaxy	ca
Galaxia Moeda de Prata	Silver Coin Galaxy	gl
Galàxia Molinet de l'Escultor	Sculptor Pinwheel Galaxy	ca
Galaxia Molinillo Austral	Southern Pinwheel Galaxy	es
Galaxia Molinillo Austral	Southern Pinwheel Galaxy	es_419
Galaxia Molinillo de Coma	Coma Pinwheel Galaxy	es
Galaxia Molinillo de Coma	Coma Pinwheel Galaxy	es_419
